n;u;x;y_next
0;0.406577683620;9.029195320500;15.356938375756
1;0.422968243016;10.072458857130;16.300787699171
2;0.439491350212;11.124159097074;16.798237932839
3;0.455091965033;12.117142447964;16.684840501486
4;0.468416531734;12.965254720672;15.855254659966
5;0.477962318211;13.572846610587;14.316222099785
6;0.482353475883;13.852344983491;12.212579837976
7;0.480685400878;13.746171558493;9.802165409457
8;0.472808526528;13.244806376658;7.383587868479
9;0.459414695685;12.392285422598;5.212274413914
10;0.441874710669;11.275860634463;3.445771800729
11;0.421901803103;10.004579668367;2.135220062169
12;0.401188018617;8.686141686019;1.251171423433
13;0.381137590402;7.409926509638;0.720641554105
14;0.362743825904;6.239158426737;0.458276938137
15;0.346587895534;5.210829091005;0.385546786072
16;0.332909384840;4.340188187470;0.439276993177
17;0.321702302497;3.626854366589;0.573318511484
18;0.312806980192;3.060664697036;0.756773504437
19;0.305984323772;2.626400771449;0.971006947413
20;0.300969371145;2.307197681016;1.206621349355
21;0.297506387199;2.086777816620;1.460898793882
22;0.295369599195;1.950770682555;1.735851841008
23;0.294373775002;1.887386203404;2.036855178451
24;0.294378204100;1.887668116724;2.371763452921
25;0.295286800951;1.945500551909;2.750403314917
26;0.297046254698;2.057490258589;3.184329594029
27;0.299643481956;2.222804475708;3.686740188152
28;0.303103105590;2.443010455273;4.272441330402
29;0.307485249639;2.721935108658;4.957736010145
30;0.312883556386;3.065538792517;5.760064754814
31;0.319422929177;3.481771638550;6.697149886027
32;0.327256002650;3.980348882688;7.785272649003
33;0.336556646087;4.572337351819;9.036146918176
34;0.347507822111;5.269382666307;10.451673266783
35;0.360279811024;6.082323213449;12.015769468991
36;0.374993319783;7.018842023688;13.682742834039
37;0.391660958887;8.079741758610;15.362815021620
38;0.410101621659;9.253494929351;16.908177329039
39;0.429828633248;10.509124550075;18.107787586345
40;0.449928682343;11.788498108841;18.704565005987
41;0.468977213500;13.000942266627;18.448966036110
42;0.485069371521;14.025212475069;17.188589732282
43;0.496054391120;14.724411942290;14.961448533592
44;0.500000000000;14.975551014173;12.032130782605
45;0.495768850720;14.706237218660;8.826041150084
46;0.483446965889;13.921945918021;5.785626830473
47;0.464377762726;12.708185981479;3.233050643626
48;0.440768771406;11.205467301388;1.311038321269
49;0.415084021919;9.570626052895;0.007129371259
50;0.389506882539;7.942634216722;-0.781994254381
51;0.365639902638;6.423494493794;-1.189621695999
52;0.344444815436;5.074421463433;-1.340719697036
53;0.326335363615;3.921749959227;-1.335447970479
54;0.311328876964;2.966583027019;-1.246448426791
55;0.299195088102;2.194264085670;-1.122535575596
56;0.289574853765;1.581933569336;-0.994279951131
57;0.282063300507;1.103821173786;-0.879353659207
58;0.276262031586;0.734568838616;-0.786886597991
59;0.271808016413;0.451069568757;-0.720728664361
60;0.268386459051;0.233286517643;-0.681760831123
61;0.265733488035;0.064424195280;-0.669462621898
62;0.263632920735;-0.069277481227;-0.682935284185
63;0.261909995198;-0.178942157430;-0.721547741654
64;0.260423914985;-0.273531564778;-0.785336090809
65;0.259060295671;-0.360326302737;-0.875254530373
66;0.257724081504;-0.445376695728;-0.993348618423
67;0.256333160046;-0.533909222531;-1.142900927489
68;0.254812691512;-0.630687455769;-1.328583814124
69;0.253090047626;-0.740334204807;-1.556642953534
70;0.251090192192;-0.867625543872;-1.835127023359
71;0.248731311247;-1.017768953684;-2.174171622569
72;0.245920502431;-1.196677694753;-2.586336741529
73;0.242549356829;-1.411252023641;-3.086983237239
74;0.238489317390;-1.669674631549;-3.694648999212
75;0.233586793280;-1.981721616511;-4.431340147761
76;0.227658185526;-2.359079102812;-5.322570675629
77;0.220485301451;-2.815635113333;-6.396839932258
78;0.211812216486;-3.367679316066;-7.683994111973
79;0.201345663737;-4.033878228089;-9.211531389128
80;0.188762762119;-4.834783317770;-10.997358197100
81;0.173732658129;-5.791453500010;-13.036878407669
82;0.155962651204;-6.922519244771;-15.282035406708
83;0.135284067534;-8.238716685689;-17.611253548828
84;0.111795830166;-9.733749344083;-19.794626110344
85;0.086076833074;-11.370770461917;-21.471269723314
86;0.059447224590;-13.065752241049;-22.174408565520
87;0.034186952091;-14.673575414576;-21.447915555782
88;0.013516759725;-15.989238746726;-19.058536417728
89;0.001100030884;-16.779566894185;-15.203345822419
90;0.000000000000;-16.849584157354;-10.530101173048
91;0.011471366117;-16.119428602834;-5.887295858614
92;0.034320131335;-14.665098519695;-1.965217826687
93;0.065311221199;-12.692507271633;0.913971460286
94;0.100351527313;-10.462182314533;2.770006128564
95;0.135701687246;-8.212135078121;3.811994771384
96;0.168673180050;-6.113490647580;4.295131850990
97;0.197754917809;-4.262430177159;4.441495857294
98;0.222399301983;-2.693808462060;4.415450497514
99;0.242707257517;-1.401201602171;4.327337063320
100;0.259147630296;-0.354767430264;4.246342901697
101;0.272354726828;0.485867834432;4.213502862457
102;0.283000683024;1.163485824387;4.251961044228
103;0.291724253487;1.718743442751;4.374263527059
104;0.299097291144;2.188039282851;4.587243625711
105;0.305614376913;2.602853553885;4.895128975951
106;0.311695489885;2.989918038523;5.301361602481
107;0.317695051059;3.371791729194;5.809458877719
108;0.323913039332;3.767568363737;6.423099093017
109;0.330605374603;4.193537313025;7.145492402613
110;0.337991609170;4.663673140017;7.977993055607
111;0.346258337893;5.189852658074;8.917828189098
112;0.355556773686;5.781700610068;9.954787564183
113;0.365992798543;6.445956413517;11.066794753335
114;0.377607739800;7.185250564542;12.214563098021
115;0.390348564047;7.996207472284;13.336161537687
116;0.404027816724;8.866895603239;14.343367319581
117;0.418277375222;9.773883853920;15.123015446695
118;0.432506644879;10.679580714332;15.547449884955
119;0.445884615739;11.531092176223;15.497142122789
120;0.457372519239;12.262300339708;14.893892865172
121;0.465831815228;12.800736816312;13.734990474373
122;0.470211843125;13.079526776068;12.111832006858
123;0.469781973432;13.052165453887;10.198525807983
124;0.464332632888;12.705313455040;8.210133714353
125;0.454260574785;12.064224233881;6.348059715275
126;0.440495325557;11.188062399187;4.756999752918
127;0.424295339002;10.156928875433;3.508392988024
128;0.406995919994;9.055816178813;2.608935560370
129;0.389794489406;7.960940471550;2.022341339530
130;0.373621625958;6.931533340898;1.692219974919
131;0.359101423203;6.007318510061;1.559248179099
132;0.346576720279;5.210117783027;1.571141935209
133;0.336167998591;4.547599833615;1.686847435994
134;0.327841021728;4.017585505153;1.877107242516
135;0.321468327753;3.611961810851;2.123203668942
136;0.316878150474;3.319795786116;2.415052510151
137;0.313889727253;3.129581840192;2.749286129585
138;0.312336657056;3.030728502282;3.127609344799
139;0.312080927158;3.014451225184;3.555504228365
140;0.313020225490;3.074237817914;4.041248127218
