window;u;y_next
0;0.365790573285;0.100000000000
1;0.386512546250;0.130500000000
2;0.261413338540;0.140654012500
3;0.016943683332;0.144806418806
4;0.421377500545;0.147177644757
5;0.399580519139;0.149033248436
6;0.320510054282;0.150762001070
7;0.029358345271;0.152487288074
8;0.292238330218;0.154250559644
9;0.348119588632;0.347075838192
10;0.058994707109;0.266382734355
11;0.077179658917;0.233928257634
12;0.129013363252;0.195523380983
13;0.019660373034;0.190063394753
14;0.066991953856;0.216051836549
15;0.448529515475;0.402658239874
16;0.114631858377;0.272336163288
17;0.319043296175;0.354655030403
18;0.325704053001;0.423161463062
19;0.251079165247;0.310564217182
20;0.230048119985;0.264295184709
21;0.192729501459;0.254422566999
22;0.257436374621;0.220603031092
23;0.473278444449;0.245824308479
24;0.486986770090;0.537827396194
25;0.407145721868;0.419730413620
26;0.184249886393;0.383421948124
27;0.295055937523;0.424637775189
28;0.034209092537;0.314257386222
29;0.214911661221;0.321477365127
30;0.432742875406;0.375980800162
31;0.187213715373;0.350850152303
32;0.023007140026;0.284646704267
33;0.057141145912;0.279205678122
34;0.433016848177;0.499755004722
35;0.052122835155;0.355636261610
36;0.009600294378;0.274774195160
37;0.457679414893;0.253744944091
38;0.156353538065;0.268525737036
39;0.160201236253;0.328378050205
40;0.125088647061;0.287355279582
41;0.035497239206;0.233162372578
42;0.306667222122;0.231967967844
43;0.232947342927;0.355835815534
44;0.407607447645;0.293580483143
45;0.490689064774;0.237459339878
46;0.033812105209;0.227276650130
47;0.424481174695;0.298615485547
48;0.043270390575;0.241223746154
49;0.481689921905;0.295733635510
50;0.199267722563;0.239287002508
51;0.454998763143;0.412841001034
52;0.214175778588;0.357185695669
53;0.401627539915;0.505561590973
54;0.267707960654;0.527294130190
55;0.045768645782;0.348632999260
56;0.437215495851;0.543177372348
57;0.089558260166;0.371142828467
58;0.156961202235;0.396050814369
59;0.010770341930;0.301183431580
60;0.443755866137;0.553489763590
61;0.430701807983;0.523874350060
62;0.469915613015;0.656234002097
63;0.172955153903;0.521411544212
64;0.343740736543;0.403661769224
65;0.460010351391;0.616006848856
66;0.346777231126;0.481884844063
67;0.355794614172;0.444587656514
68;0.112497694104;0.344081830840
69;0.037392153644;0.311492215764
70;0.228221558879;0.416532420632
71;0.176245325096;0.447487179876
72;0.398360447187;0.441486550688
73;0.022422095964;0.341766139174
74;0.294320825775;0.478223783387
75;0.146915078941;0.423268550700
76;0.206356476655;0.424533472592
77;0.100507429259;0.330786324547
78;0.300915872996;0.281603779758
79;0.282223142358;0.335968278971
80;0.019296604952;0.271769497231
81;0.192482005183;0.347868898813
82;0.343299984240;0.279867412472
83;0.063128410798;0.261026112055
84;0.441730934554;0.320483376176
85;0.305189878759;0.343125891676
86;0.012391681354;0.259655192260
87;0.062636742845;0.245534879320
88;0.406383776876;0.381875201102
89;0.461683694265;0.286107975455
90;0.368263822491;0.335036409383
91;0.309603933758;0.411211770469
92;0.012474020029;0.288774449205
93;0.048644450569;0.264098053714
94;0.206286733804;0.315073647604
95;0.182040565423;0.247222577124
96;0.064850360330;0.217770756092
