n;u;x;y_next;x_next
0;0.400248467950;9.029195320500;5.212274413914;11.275860634463
1;0.434996024367;11.275860634463;0.971006947413;2.307197681016
2;0.296284165496;2.307197681016;4.957736010145;3.065538792517
3;0.308012882004;3.065538792517;18.107787586345;11.788498108841
4;0.442924619450;11.788498108841;0.007129371259;7.942634216722
5;0.383443408905;7.942634216722;-0.720728664361;0.233286517643
6;0.264208473267;0.233286517643;-1.556642953534;-0.867625543872
7;0.247181458281;-0.867625543872;-9.211531389128;-4.834783317770
8;0.185824282512;-4.834783317770;-15.203345822419;-16.849584157354
9;0.000000000000;-16.849584157354;4.327337063320;-0.354767430264
10;0.255113465833;-0.354767430264;7.145492402613;4.663673140017
11;0.332730076441;4.663673140017;15.497142122789;12.262300339708
12;0.450252577756;12.262300339708;2.022341339530;6.931533340898
13;0.367805438929;6.931533340898;3.555504228365;3.074237817914
14;0.308147423572;3.074237817914;12.574956995936;7.930729347290
15;0.383259284853;7.930729347290;7.749555367563;12.472194671418
16;0.453498862410;12.472194671418;0.857045127059;2.778532266063
17;0.303573958499;2.778532266063;4.513760575418;2.892013598945
18;0.305329092649;2.892013598945;17.100130381194;10.829280510194
19;0.428089090803;10.829280510194;1.145440552271;9.155640928311
20;0.402204111215;9.155640928311;-0.481749625603;0.603311674077
21;0.269931386207;0.603311674077;-0.290570774742;-0.139893043715
22;0.258436773414;-0.139893043715;-1.673134946448;-0.862369068739
23;0.247262756401;-0.862369068739;-12.189167730017;-6.154263915737
24;0.165416825187;-6.154263915737;-6.793666831939;-16.008066154133
25;0.013015153664;-16.008066154133;5.831081372920;2.278547058124
26;0.295841046920;2.278547058124;10.393694705641;7.378637491819
27;0.374720477236;7.378637491819;10.335210856053;11.595847827623
28;0.439945036121;11.595847827623;3.650699186815;5.603625392696
29;0.347267641840;5.603625392696;8.269927793280;6.080563879142
30;0.354644106354;6.080563879142;13.204367401042;11.907863010552
31;0.444770750527;11.907863010552;3.292354747717;6.657924861351
32;0.363573733379;6.657924861351;6.050773003031;4.808115178318
33;0.334964057553;4.808115178318;14.283381868594;10.662947201063
34;0.425516533152;10.662947201063;4.225138332293;8.854194522423
35;0.397541856481;8.854194522423;3.968971356433;3.941493904305
36;0.321560649656;3.941493904305;11.870112393843;7.937223153887
37;0.383359719888;7.937223153887;8.639180197224;12.030297295626
38;0.446664353549;12.030297295626;2.187930137787;3.949483638432
39;0.321684221127;3.949483638432;7.259214866719;4.843932669579
40;0.335518020927;4.843932669579;15.866639272681;12.827437783804
41;0.458993152108;12.827437783804;1.280803282156;6.250087368074
42;0.357266004222;6.250087368074;3.032768272930;2.566764671092
43;0.300298701429;2.566764671092;11.865414034861;7.209872404568
44;0.372110309022;7.209872404568;9.101223342470;13.414370918043
45;0.468070824723;13.414370918043;-0.063473506233;2.419545101246
46;0.298021762235;2.419545101246;2.083214266432;1.393773918232
47;0.282156897170;1.393773918232;10.601727052426;5.864767923634
48;0.351306545529;5.864767923634;11.769846416826;15.478808766204
49;0.500000000000;15.478808766204;-2.676585465772;0.987317221584
50;0.275870523801;0.987317221584;-4.432352869409;-2.703275666478
51;0.218790778192;-2.703275666478;-16.263940751001;-10.215644196885
52;0.102602377671;-10.215644196885;-2.188835174135;-9.925233438266
53;0.107093951986;-9.925233438266;0.174168204162;-0.988931281236
54;0.245305309695;-0.988931281236;-1.044955037425;-0.643056201227
55;0.250654710775;-0.643056201227;-6.264185585024;-3.277596521165
56;0.209908170633;-3.277596521165;-21.791593273849;-16.021389091885
57;0.012809097369;-16.021389091885;4.656233536638;-2.655753567617
58;0.219525768313;-2.655753567617;6.068221618600;3.972485983948
59;0.322039981860;3.972485983948;15.008777618539;10.831085879131
60;0.428117013146;10.831085879131;3.520249496260;8.807987177705
61;0.396827200717;8.807987177705;3.146838051729;3.267566026814
62;0.311137491921;3.267566026814;10.828934224702;6.899513060009
63;0.367310204276;6.899513060009;10.773006873638;13.203298051155
64;0.464806312513;13.203298051155;1.013767096402;3.660867662250
65;0.317220405420;3.660867662250;4.553642542174;3.076176180895
66;0.308177402839;3.076176180895;16.314537729146;10.472509848238
67;0.422571175595;10.472509848238;2.168837685949;9.582516098866
68;0.408806282433;9.582516098866;0.278697453311;1.260216043176
69;0.280091253582;1.260216043176;2.638600194750;1.569922901529
70;0.284881266793;1.569922901529;13.970880295905;7.726151931906
71;0.380095233119;7.726151931906;4.676881963478;13.411650685797
72;0.468028752847;13.411650685797;-3.051301759537;-0.498678047075
73;0.252887703836;-0.498678047075;-6.972903117067;-4.292554234691
74;0.194210549723;-4.292554234691;-17.077924812717;-13.279116643711
75;0.055221852848;-13.279116643711;-0.221697904857;-5.879761626846
76;0.169662354644;-5.879761626846;-1.435563350479;-1.426695719709
77;0.238534722003;-1.426695719709;-6.958367204246;-3.969019944153
78;0.199214421881;-3.969019944153;-18.947271098779;-14.844619414253
79;0.031009347539;-14.844619414253;2.164617869130;-4.038668594297
80;0.198137216306;-4.038668594297;2.188832325784;1.160507503966
81;0.278549133325;1.160507503966;8.774242957866;4.989522284223
82;0.337769750776;4.989522284223;15.742323139862;15.350801234389
83;0.498020199579;15.350801234389;-1.937094954289;2.673743902802
84;0.301953272257;2.673743902802;-1.990582633171;-1.097927103312
85;0.243619549714;-1.097927103312;-8.813620005490;-4.914324426741
86;0.184594077393;-4.914324426741;-15.855618446192;-15.718740686503
87;0.017489942564;-15.718740686503;2.498416882990;-2.182048634113
88;0.226852221790;-2.182048634113;3.231934419970;1.921643513856
89;0.290321076516;1.921643513856;13.113931513845;7.705353726637
90;0.379773562238;7.705353726637;6.780560249587;13.150184881913
91;0.463984849327;13.150184881913;-1.016123498868;1.268175500713
92;0.280214356787;1.268175500713;-0.886838574409;-0.464796882685
93;0.253411719435;-0.464796882685;-4.663602880036;-2.469329063858
94;0.222409062020;-2.469329063858;-21.914394769340;-13.606340171763
95;0.050160921906;-13.606340171763;4.116256400773;-5.466766499142
96;0.176049853222;-5.466766499142;5.131276950662;3.203878148083
97;0.310152477311;3.203878148083;13.740362689867;9.274984439313
98;0.404049911458;9.274984439313;5.671300050616;10.705651083681
99;0.426177003388;10.705651083681;2.378552773832;3.324871027868
100;0.312023787154;3.324871027868;8.450462026048;5.414356078610
101;0.344340349497;5.414356078610;14.850380488985;13.577802487168
102;0.470598503249;13.577802487168;0.707118316663;4.909207791699
103;0.336527584289;4.909207791699;3.085359070538;2.362114083122
104;0.297133517987;2.362114083122;12.664328863389;7.572737011255
105;0.377722474890;7.572737011255;7.632033382206;13.193681800225
106;0.464657584876;13.193681800225;-0.515958311174;1.783004535167
107;0.288176847154;1.783004535167;0.709465375186;0.515429880656
108;0.268572181721;0.515429880656;4.136615451682;2.195833772602
109;0.294561780027;2.195833772602;21.199131611699;12.575554974478
110;0.455097461872;12.575554974478;-3.773788642157;6.667003463554
111;0.363714145589;6.667003463554;-5.013987583190;-3.052221487165
112;0.213393884175;-3.052221487165;-13.182163184495;-8.848346159933
113;0.123749392931;-8.848346159933;-6.537902478270;-11.143779980877
114;0.088247569095;-11.143779980877;-2.357161152792;-3.522185676605
115;0.206125286095;-3.522185676605;-8.165098770534;-5.296643994678
116;0.178681015632;-5.296643994678;-15.112989123652;-13.388680355608
117;0.053527309723;-13.388680355608;-0.900534134697;-5.257816277185
118;0.179281536010;-5.257816277185;-3.216835647929;-2.507486733667
119;0.221818904787;-2.507486733667;-12.803122334736;-7.742860416819
120;0.140847145759;-7.742860416819;-7.394702291384;-12.942961449059
121;0.060420923452;-12.942961449059;0.223032885188;-1.942594820232
122;0.230555681694;-1.942594820232;-1.538048173718;-1.018807226957
123;0.244843239932;-1.018807226957;-8.368278494840;-4.517673244964
124;0.190728795916;-4.517673244964;-17.165782538239;-16.342538495652
125;0.007842110539;-16.342538495652;3.516922240694;-1.638378080593
126;0.235260783187;-1.638378080593;5.158759436017;3.243578575012
127;0.310766495258;3.243578575012;15.972551127520;10.653536365969
128;0.425370982535;10.653536365969;2.612184237603;9.276522974787
129;0.404073706879;9.276522974787;1.273553551485;1.947901188213
130;0.290727185079;1.947901188213;6.035518714311;3.605895327897
131;0.316370187866;3.605895327897;18.847525554201;13.425292319353
132;0.468239738181;13.425292319353;-1.077874330107;5.888415177840
133;0.351672280601;5.888415177840;-0.847529015274;-0.107675430769
134;0.258935060060;-0.107675430769;-2.694976411332;-1.497917954268
135;0.237433178930;-1.497917954268;-15.098806113262;-8.248198720786
136;0.133031441694;-8.248198720786;-2.519111127667;-12.684041126156
137;0.064425457848;-12.684041126156;3.754859067027;1.295820469238
138;0.280641921631;1.295820469238;9.019845393165;5.700951906428
139;0.348772921022;5.700951906428;13.953598020443;13.507202491779
140;0.469506583902;13.507202491779;0.916847652906;4.691434878510
141;0.333159447282;4.691434878510;3.680174296644;2.709470793712
142;0.302505834381;2.709470793712;14.149954019133;8.707455942394
143;0.395272356411;8.707455942394;5.166033425142;11.797384018578
144;0.443062051424;11.797384018578;0.040282093495;1.686221077057
145;0.286679967022;1.686221077057;2.143985559117;1.343574102500
146;0.281380492728;1.343574102500;11.377985815122;6.224601610894
147;0.356871834347;6.224601610894;9.928609364606;15.291071572732
148;0.497096403865;15.291071572732;-3.037611738858;0.351236526860
149;0.266032721219;0.351236526860;-5.679454723734;-3.515358015038
150;0.206230884626;-3.515358015038;-17.225668022894;-11.905572924404
151;0.076465465584;-11.905572924404;-0.958791929155;-7.741011484847
152;0.140875741860;-7.741011484847;-0.910096920421;-1.362763420381
153;0.239523516891;-1.362763420381;-4.846626054954;-2.808199798960
154;0.217167992105;-2.808199798960;-19.450103486895;-12.413174156514
155;0.068614762437;-12.413174156514;1.521271814204;-7.128689339217
156;0.150346088052;-7.128689339217;2.283386442242;0.981262843169
157;0.275776885085;0.981262843169;7.643389412630;4.451498642568
158;0.329448526103;4.451498642568;17.456526278170;14.676350191811
