n;u;x;y_next;x_next
0;0.388951791214;9.029195320500;0.971006947413;2.307197681016
1;0.284583069162;2.307197681016;18.107787586345;11.788498108841
2;0.431793952313;11.788498108841;-0.720728664361;0.233286517643
3;0.252382602964;0.233286517643;-9.211531389128;-4.834783317770
4;0.173693498867;-4.834783317770;4.327337063320;-0.354767430264
5;0.243252216086;-0.354767430264;15.497142122789;12.262300339708
6;0.439150416268;12.262300339708;3.555504228365;3.074237817914
7;0.296492475137;3.074237817914;7.749555367563;12.472194671418
8;0.442409328922;12.472194671418;4.513760575418;2.892013598945
9;0.293663180948;2.892013598945;1.145440552271;9.155640928311
10;0.390915041903;9.155640928311;-0.290570774742;-0.139893043715
11;0.246588451284;-0.139893043715;-12.189167730017;-6.154263915737
12;0.153206656835;-6.154263915737;5.831081372920;2.278547058124
13;0.284138226861;2.278547058124;10.335210856053;11.595847827623
14;0.428802778448;11.595847827623;8.269927793280;6.080563879142
15;0.343170029327;6.080563879142;3.292354747717;6.657924861351
16;0.352134392468;6.657924861351;14.283381868594;10.662947201063
17;0.414318148816;10.662947201063;3.968971356433;3.941493904305
18;0.309957878471;3.941493904305;8.639180197224;12.030297295626
19;0.435548233922;12.030297295626;7.259214866719;4.843932669579
20;0.323969543710;4.843932669579;1.280803282156;6.250087368074
21;0.345802126338;6.250087368074;11.865414034861;7.209872404568
22;0.360704175264;7.209872404568;-0.063473506233;2.419545101246
23;0.286327425126;2.419545101246;10.601727052426;5.864767923634
24;0.339819485440;5.864767923634;-2.676585465772;0.987317221584
25;0.264090018703;0.987317221584;-16.263940751001;-10.215644196885
26;0.090147862047;-10.215644196885;0.174168204162;-0.988931281236
27;0.233405906366;-0.988931281236;-6.264185585024;-3.277596521165
28;0.197871072957;-3.277596521165;4.656233536638;-2.655753567617
29;0.207526082949;-2.655753567617;15.008777618539;10.831085879131
30;0.416928744639;10.831085879131;3.146838051729;3.267566026814
31;0.299494174807;3.267566026814;10.773006873638;13.203298051155
32;0.453760764837;13.203298051155;4.553642542174;3.076176180895
33;0.296522571022;3.076176180895;2.168837685949;9.582516098866
34;0.397542895469;9.582516098866;2.638600194750;1.569922901529
35;0.273135813352;1.569922901529;4.676881963478;13.411650685797
36;0.456995740418;13.411650685797;-6.972903117067;-4.292554234691
37;0.182112388533;-4.292554234691;-0.221697904857;-5.879761626846
38;0.157468701338;-5.879761626846;-6.958367204246;-3.969019944153
39;0.187135725680;-3.969019944153;2.164617869130;-4.038668594297
40;0.186054329792;-4.038668594297;8.774242957866;4.989522284223
41;0.326230032755;4.989522284223;-1.937094954289;2.673743902802
42;0.290274228664;2.673743902802;-8.813620005490;-4.914324426741
43;0.172458508268;-4.914324426741;2.498416882990;-2.182048634113
44;0.214881036222;-2.182048634113;13.113931513845;7.705353726637
45;0.368397238422;7.705353726637;-1.016123498868;1.268175500713
46;0.268450749135;1.268175500713;-4.663602880036;-2.469329063858
47;0.210420592626;-2.469329063858;4.116256400773;-5.466766499142
48;0.163881047192;-5.466766499142;13.740362689867;9.274984439313
49;0.392768022281;9.274984439313;2.378552773832;3.324871027868
50;0.300383917715;3.324871027868;14.850380488985;13.577802487168
