n;u;x;x_next
0;0.400248467950;9.029195320500;11.275860634463
1;0.434996024367;11.275860634463;2.307197681016
2;0.296284165496;2.307197681016;3.065538792517
3;0.308012882004;3.065538792517;11.788498108841
4;0.442924619450;11.788498108841;7.942634216722
5;0.383443408905;7.942634216722;0.233286517643
6;0.264208473267;0.233286517643;-0.867625543872
7;0.247181458281;-0.867625543872;-4.834783317770
8;0.185824282512;-4.834783317770;-16.849584157354
9;0.000000000000;-16.849584157354;-0.354767430264
10;0.255113465833;-0.354767430264;4.663673140017
11;0.332730076441;4.663673140017;12.262300339708
12;0.450252577756;12.262300339708;6.931533340898
13;0.367805438929;6.931533340898;3.074237817914
14;0.308147423572;3.074237817914;7.930729347290
15;0.383259284853;7.930729347290;12.472194671418
16;0.453498862410;12.472194671418;2.778532266063
17;0.303573958499;2.778532266063;2.892013598945
18;0.305329092649;2.892013598945;10.829280510194
19;0.428089090803;10.829280510194;9.155640928311
20;0.402204111215;9.155640928311;0.603311674077
21;0.269931386207;0.603311674077;-0.139893043715
22;0.258436773414;-0.139893043715;-0.862369068739
23;0.247262756401;-0.862369068739;-6.154263915737
24;0.165416825187;-6.154263915737;-16.008066154133
25;0.013015153664;-16.008066154133;2.278547058124
26;0.295841046920;2.278547058124;7.378637491819
27;0.374720477236;7.378637491819;11.595847827623
28;0.439945036121;11.595847827623;5.603625392696
29;0.347267641840;5.603625392696;6.080563879142
30;0.354644106354;6.080563879142;11.907863010552
31;0.444770750527;11.907863010552;6.657924861351
32;0.363573733379;6.657924861351;4.808115178318
33;0.334964057553;4.808115178318;10.662947201063
34;0.425516533152;10.662947201063;8.854194522423
35;0.397541856481;8.854194522423;3.941493904305
36;0.321560649656;3.941493904305;7.937223153887
37;0.383359719888;7.937223153887;12.030297295626
38;0.446664353549;12.030297295626;3.949483638432
39;0.321684221127;3.949483638432;4.843932669579
40;0.335518020927;4.843932669579;12.827437783804
41;0.458993152108;12.827437783804;6.250087368074
42;0.357266004222;6.250087368074;2.566764671092
43;0.300298701429;2.566764671092;7.209872404568
44;0.372110309022;7.209872404568;13.414370918043
45;0.468070824723;13.414370918043;2.419545101246
46;0.298021762235;2.419545101246;1.393773918232
47;0.282156897170;1.393773918232;5.864767923634
48;0.351306545529;5.864767923634;15.478808766204
49;0.500000000000;15.478808766204;0.987317221584
50;0.275870523801;0.987317221584;-2.703275666478
51;0.218790778192;-2.703275666478;-10.215644196885
52;0.102602377671;-10.215644196885;-9.925233438266
53;0.107093951986;-9.925233438266;-0.988931281236
54;0.245305309695;-0.988931281236;-0.643056201227
55;0.250654710775;-0.643056201227;-3.277596521165
56;0.209908170633;-3.277596521165;-16.021389091885
57;0.012809097369;-16.021389091885;-2.655753567617
58;0.219525768313;-2.655753567617;3.972485983948
59;0.322039981860;3.972485983948;10.831085879131
60;0.428117013146;10.831085879131;8.807987177705
61;0.396827200717;8.807987177705;3.267566026814
62;0.311137491921;3.267566026814;6.899513060009
63;0.367310204276;6.899513060009;13.203298051155
64;0.464806312513;13.203298051155;3.660867662250
65;0.317220405420;3.660867662250;3.076176180895
66;0.308177402839;3.076176180895;10.472509848238
67;0.422571175595;10.472509848238;9.582516098866
68;0.408806282433;9.582516098866;1.260216043176
69;0.280091253582;1.260216043176;1.569922901529
70;0.284881266793;1.569922901529;7.726151931906
71;0.380095233119;7.726151931906;13.411650685797
72;0.468028752847;13.411650685797;-0.498678047075
73;0.252887703836;-0.498678047075;-4.292554234691
74;0.194210549723;-4.292554234691;-13.279116643711
75;0.055221852848;-13.279116643711;-5.879761626846
76;0.169662354644;-5.879761626846;-1.426695719709
77;0.238534722003;-1.426695719709;-3.969019944153
78;0.199214421881;-3.969019944153;-14.844619414253
79;0.031009347539;-14.844619414253;-4.038668594297
80;0.198137216306;-4.038668594297;1.160507503966
81;0.278549133325;1.160507503966;4.989522284223
82;0.337769750776;4.989522284223;15.350801234389
83;0.498020199579;15.350801234389;2.673743902802
84;0.301953272257;2.673743902802;-1.097927103312
85;0.243619549714;-1.097927103312;-4.914324426741
86;0.184594077393;-4.914324426741;-15.718740686503
87;0.017489942564;-15.718740686503;-2.182048634113
88;0.226852221790;-2.182048634113;1.921643513856
89;0.290321076516;1.921643513856;7.705353726637
90;0.379773562238;7.705353726637;13.150184881913
91;0.463984849327;13.150184881913;1.268175500713
92;0.280214356787;1.268175500713;-0.464796882685
93;0.253411719435;-0.464796882685;-2.469329063858
94;0.222409062020;-2.469329063858;-13.606340171763
95;0.050160921906;-13.606340171763;-5.466766499142
96;0.176049853222;-5.466766499142;3.203878148083
97;0.310152477311;3.203878148083;9.274984439313
98;0.404049911458;9.274984439313;10.705651083681
99;0.426177003388;10.705651083681;3.324871027868
100;0.312023787154;3.324871027868;5.414356078610
101;0.344340349497;5.414356078610;13.577802487168
102;0.470598503249;13.577802487168;4.909207791699
103;0.336527584289;4.909207791699;2.362114083122
104;0.297133517987;2.362114083122;7.572737011255
105;0.377722474890;7.572737011255;13.193681800225
106;0.464657584876;13.193681800225;1.783004535167
107;0.288176847154;1.783004535167;0.515429880656
108;0.268572181721;0.515429880656;2.195833772602
109;0.294561780027;2.195833772602;12.575554974478
110;0.455097461872;12.575554974478;6.667003463554
111;0.363714145589;6.667003463554;-3.052221487165
112;0.213393884175;-3.052221487165;-8.848346159933
113;0.123749392931;-8.848346159933;-11.143779980877
114;0.088247569095;-11.143779980877;-3.522185676605
115;0.206125286095;-3.522185676605;-5.296643994678
116;0.178681015632;-5.296643994678;-13.388680355608
117;0.053527309723;-13.388680355608;-5.257816277185
118;0.179281536010;-5.257816277185;-2.507486733667
119;0.221818904787;-2.507486733667;-7.742860416819
120;0.140847145759;-7.742860416819;-12.942961449059
121;0.060420923452;-12.942961449059;-1.942594820232
122;0.230555681694;-1.942594820232;-1.018807226957
123;0.244843239932;-1.018807226957;-4.517673244964
124;0.190728795916;-4.517673244964;-16.342538495652
125;0.007842110539;-16.342538495652;-1.638378080593
126;0.235260783187;-1.638378080593;3.243578575012
127;0.310766495258;3.243578575012;10.653536365969
128;0.425370982535;10.653536365969;9.276522974787
129;0.404073706879;9.276522974787;1.947901188213
130;0.290727185079;1.947901188213;3.605895327897
131;0.316370187866;3.605895327897;13.425292319353
132;0.468239738181;13.425292319353;5.888415177840
133;0.351672280601;5.888415177840;-0.107675430769
134;0.258935060060;-0.107675430769;-1.497917954268
135;0.237433178930;-1.497917954268;-8.248198720786
136;0.133031441694;-8.248198720786;-12.684041126156
137;0.064425457848;-12.684041126156;1.295820469238
138;0.280641921631;1.295820469238;5.700951906428
139;0.348772921022;5.700951906428;13.507202491779
140;0.469506583902;13.507202491779;4.691434878510
141;0.333159447282;4.691434878510;2.709470793712
142;0.302505834381;2.709470793712;8.707455942394
143;0.395272356411;8.707455942394;11.797384018578
144;0.443062051424;11.797384018578;1.686221077057
145;0.286679967022;1.686221077057;1.343574102500
146;0.281380492728;1.343574102500;6.224601610894
147;0.356871834347;6.224601610894;15.291071572732
148;0.497096403865;15.291071572732;0.351236526860
149;0.266032721219;0.351236526860;-3.515358015038
150;0.206230884626;-3.515358015038;-11.905572924404
151;0.076465465584;-11.905572924404;-7.741011484847
152;0.140875741860;-7.741011484847;-1.362763420381
153;0.239523516891;-1.362763420381;-2.808199798960
154;0.217167992105;-2.808199798960;-12.413174156514
