window;u;y_next
0;0.177895039079;0.100000000000
1;0.125149432824;0.130500000000
2;0.160871450981;0.140654012500
3;0.192543896210;0.144806418806
4;0.109033302302;0.147177644757
5;0.363627437566;0.149033248436
6;0.464980642506;0.150762001070
7;0.411654876376;0.152487288074
8;0.087613589019;0.154250559644
9;0.233586212971;0.218398285072
10;0.116839680176;0.203702705969
11;0.341298433130;0.259680987881
12;0.044142426292;0.212998269217
13;0.242578668449;0.222671672913
14;0.213914655225;0.304312104803
15;0.481348013822;0.557881662879
16;0.311265351865;0.527547289034
17;0.151580379925;0.352409017301
18;0.009558743292;0.262177332015
19;0.121587994679;0.240885641977
20;0.272765094183;0.349777576415
21;0.419536957646;0.290256726494
22;0.059079493115;0.256770084229
23;0.345619091441;0.331128083730
24;0.164159591368;0.375368066010
25;0.359876546488;0.447155072365
26;0.369976624636;0.395033103333
27;0.428669232126;0.289855677262
28;0.162210168613;0.263474454841
29;0.029366352582;0.233736479017
30;0.212696047844;0.341750027908
31;0.300978133142;0.284296584548
32;0.449743116077;0.464200075368
33;0.130339944647;0.350872268461
34;0.352051727854;0.455755182801
35;0.266661504865;0.465066916736
36;0.215213471040;0.460313970772
37;0.329759924906;0.401400869506
38;0.198465458444;0.303840529837
39;0.208750833342;0.314893624739
40;0.225085086095;0.356583827474
41;0.283971884434;0.467317930714
42;0.201701584472;0.374033990485
43;0.476541695580;0.537734380772
44;0.224067862174;0.462174500575
45;0.481156369812;0.489727128314
46;0.418874256519;0.556169695267
47;0.484653620363;0.529703357070
48;0.314254522678;0.473639944494
49;0.195627773316;0.416178083979
50;0.229560365414;0.419673849205
51;0.276458205486;0.408721576783
52;0.427553144195;0.623627463440
53;0.439448511847;0.588117396650
54;0.046588817899;0.456140488573
55;0.225940839991;0.491964938555
56;0.179196126372;0.499965701661
57;0.368557314275;0.546405818470
58;0.479440263172;0.539146496211
59;0.329814105509;0.509827800985
60;0.167750989144;0.452100360992
61;0.490119566749;0.665606031179
62;0.053038578409;0.513455211220
63;0.216970810701;0.404307997214
64;0.030192170747;0.334197281537
65;0.327008240545;0.370987522021
66;0.155663250637;0.387057287918
67;0.228650042037;0.471958596153
68;0.151526208496;0.426249188848
69;0.079354846880;0.344510467645
70;0.265046806124;0.473493022176
71;0.332391558041;0.372467138150
72;0.165326885281;0.341878053576
73;0.473583941709;0.291140784184
74;0.374512866202;0.426565089958
75;0.496045163251;0.427108243905
76;0.425487050499;0.458683201657
77;0.184864077000;0.372140224826
78;0.216318383253;0.310595298310
79;0.426188379069;0.421920065897
80;0.185170976289;0.401089765298
81;0.326937954684;0.378084478165
82;0.087250757621;0.347794332617
83;0.209182901702;0.388542507767
84;0.024295987106;0.311038234128
85;0.231867780905;0.400658167801
86;0.337305039197;0.389666493753
87;0.404635486653;0.420702858464
88;0.418427570763;0.573008738058
89;0.073018164980;0.407716937217
90;0.178221594007;0.391632685979
91;0.399573448335;0.348284180181
92;0.408208638126;0.401862578843
93;0.308803125623;0.312850656017
94;0.004709113729;0.257397130527
95;0.107367683939;0.281783724421
96;0.005388215927;0.241131757617
97;0.143422140112;0.306199423317
98;0.461305203649;0.296305010849
99;0.374780561851;0.337160405929
100;0.042837138627;0.280340595149
101;0.075977700657;0.273562893113
102;0.331445263645;0.376474291468
103;0.484679979987;0.272144449027
104;0.024629903037;0.225377121454
105;0.273010450067;0.202392094728
106;0.227404590642;0.238087007881
107;0.429115960442;0.501784171925
108;0.068782635217;0.364561494065
109;0.014454458041;0.266291770251
110;0.273433987702;0.251007151258
111;0.342152219127;0.382704921341
112;0.055993362980;0.314472103863
113;0.387494316178;0.256124322081
114;0.427311731486;0.390282682186
115;0.296105459028;0.379903488960
116;0.221141221682;0.419856908925
117;0.223839283041;0.323092991586
118;0.439562577265;0.260548933924
119;0.223122933823;0.311943523971
120;0.180501408742;0.337535221036
121;0.172002845410;0.272690887602
122;0.221426780282;0.355046266493
123;0.222493652981;0.407832450096
124;0.016982045206;0.300421634381
125;0.073464456356;0.265099625981
126;0.380818316835;0.350525652679
127;0.160601939748;0.366866203695
128;0.104149597052;0.304138674284
129;0.266206746671;0.313076251410
130;0.240087738901;0.307105110591
131;0.422505621891;0.382256687406
132;0.016813764869;0.284361705149
133;0.102067875263;0.234567756291
134;0.488110477106;0.260615230213
135;0.399686957558;0.446483103560
136;0.163950052795;0.345994399228
137;0.480160406382;0.334956726788
138;0.020939595950;0.262668514617
139;0.029576547179;0.231112353023
140;0.223997231574;0.347002103902
141;0.052542225478;0.259731931737
142;0.453076410778;0.286343508427
143;0.396962932949;0.519632892910
144;0.350484523461;0.551613594564
145;0.214577258074;0.417145613917
146;0.227607973207;0.463248885340
147;0.266187825811;0.332421686649
148;0.079439151528;0.264265498647
149;0.469991770768;0.385720923807
150;0.181819766371;0.303856241037
151;0.036959274861;0.273764244463
152;0.006653779903;0.238079238516
153;0.114434764527;0.276222059607
154;0.403428105056;0.361142757817
155;0.299368392225;0.370425847192
156;0.006841226731;0.274408165510
157;0.469936266965;0.280582522166
158;0.003405001128;0.229061992870
159;0.179494609924;0.251954250694
160;0.091240219088;0.216667658941
161;0.251436060904;0.197543280200
162;0.300146042392;0.237413397711
163;0.366181962152;0.424812625924
164;0.155981071790;0.357896112689
165;0.080957435777;0.259034558876
166;0.114091410697;0.293484021947
167;0.270328569598;0.229757224410
