window;u;y_next
0;0.322129693521;0.100000000000
1;0.103127120255;0.130500000000
2;0.356426568106;0.140654012500
3;0.478677333104;0.144806418806
4;0.454281350213;0.147177644757
5;0.328031087871;0.149033248436
6;0.469143214107;0.150762001070
7;0.212670828256;0.152487288074
8;0.317150080521;0.154250559644
9;0.421292021002;0.359633546758
10;0.471631112854;0.310144633525
11;0.086097761377;0.267599451754
12;0.074972195368;0.260557240163
13;0.081360380192;0.260920214893
14;0.349063797204;0.378896887747
15;0.308969107897;0.477401807160
16;0.468444675570;0.458840810565
17;0.142987492814;0.376353273960
18;0.250987040964;0.433699060628
19;0.336717096609;0.546038995952
20;0.496328622452;0.430851575230
21;0.243968536475;0.340517363822
22;0.498532404932;0.330488244571
23;0.036727767883;0.285036589552
24;0.210829834742;0.341056535732
25;0.224909249838;0.428910482650
26;0.208825214558;0.358639416781
27;0.132276327609;0.326816557694
28;0.132133158272;0.327237747459
29;0.078985460964;0.317769564314
30;0.265191757696;0.347786809451
31;0.208614494424;0.419535495482
32;0.347425756761;0.318068833883
33;0.300562143432;0.345670439066
34;0.270819471235;0.356102455374
35;0.374667259206;0.387337233771
36;0.112045048539;0.306312695179
37;0.453384857283;0.334633908196
38;0.246216576950;0.287460749288
39;0.339356655896;0.370395642573
40;0.126001281278;0.314872071362
41;0.341429802533;0.426558011485
42;0.411800896748;0.487151104967
43;0.057054086058;0.357411327609
44;0.060277388653;0.305937962263
45;0.358391205584;0.306748711759
46;0.133431652742;0.336410857509
47;0.059688260416;0.282303432472
48;0.020710630653;0.244287213650
49;0.027892368658;0.220478493631
50;0.284093991094;0.347823056676
51;0.150487631403;0.354956917007
52;0.007150266758;0.264664302127
53;0.043016073577;0.223266473118
54;0.169431032793;0.290290977091
55;0.411318543372;0.311086277118
56;0.007587477691;0.238732695344
57;0.302504121476;0.214176041722
58;0.209322029902;0.202028853107
59;0.474010160108;0.389549452805
60;0.179514849480;0.312636295444
61;0.446246631231;0.242367845088
62;0.193036927410;0.217749813091
63;0.401398952180;0.296102597714
64;0.239430793260;0.376746061763
65;0.405355779977;0.270403860492
66;0.238002636782;0.326438731158
67;0.160965507155;0.294960191798
68;0.043385499830;0.262532488853
69;0.132741518846;0.253745234884
70;0.141939450175;0.307338997366
71;0.378918073676;0.345690472369
72;0.061043807454;0.291480396644
73;0.172333694611;0.293429917271
74;0.195603966835;0.351311277034
75;0.296127070286;0.363761737476
76;0.160155322115;0.304011473338
