window;u;y_next
0;0.063315008113;0.100000000000
1;0.378712653276;0.130500000000
2;0.477401521824;0.140654012500
3;0.384519718310;0.144806418806
4;0.208670982918;0.147177644757
5;0.156741841929;0.149033248436
6;0.070312438487;0.150762001070
7;0.421341777903;0.152487288074
8;0.180937180856;0.154250559644
9;0.052946186027;0.161095974642
10;0.254942601963;0.304678317635
11;0.078338416871;0.272416053089
12;0.235926357122;0.342011410992
13;0.371773045749;0.352808016056
14;0.236922476422;0.300120529158
15;0.356966760559;0.262794014703
16;0.001084481044;0.211760869473
17;0.271223011935;0.263762571976
18;0.257111492994;0.234176428070
19;0.057051220125;0.223749778553
20;0.387059465460;0.243577451563
21;0.444151983472;0.363224339908
22;0.055508268135;0.290736839025
23;0.411089129962;0.373243935103
24;0.333720792200;0.442305062955
25;0.145616053263;0.297268993659
26;0.302362142988;0.355947171147
27;0.041564576015;0.277772357662
28;0.438125435779;0.263907618735
29;0.460868126475;0.488071758805
30;0.114067512503;0.405292435274
31;0.040214348395;0.297032947586
32;0.329279315207;0.444010306966
33;0.066907580797;0.347613374211
34;0.376644670539;0.349456776914
35;0.238476106037;0.374612012869
36;0.181804515996;0.291218324765
37;0.421501433167;0.515902152642
38;0.119423202243;0.434759324842
39;0.128800144842;0.338286491516
40;0.432422667608;0.291814060639
41;0.190956998408;0.335623950389
42;0.366979570742;0.299999136655
43;0.260187605434;0.390686282961
44;0.217441734889;0.365748161401
45;0.240064810575;0.341733223983
46;0.288286890046;0.446400562486
47;0.155401380761;0.345702549022
48;0.354603025408;0.334286782366
49;0.460294050543;0.557186150159
50;0.023558286463;0.377238984736
51;0.163858109389;0.374944225064
52;0.270912400100;0.390090762270
53;0.170298230247;0.349108295116
54;0.137743481020;0.322103127722
55;0.361473267989;0.414767333092
56;0.307053752982;0.377130005064
57;0.088998832074;0.332935084133
58;0.321049434654;0.485299827565
59;0.083277230191;0.345126921299
60;0.210269091684;0.320254280591
61;0.435757074983;0.432589625959
62;0.013913397659;0.314861308921
63;0.408714506139;0.337062682442
64;0.294369692668;0.422784401002
65;0.438806118280;0.508906602549
66;0.133199534463;0.369104176720
67;0.103353537892;0.331905462587
68;0.220775371653;0.291338759712
69;0.280971187313;0.329538934404
70;0.100286202256;0.324690689552
71;0.112661803242;0.259222040685
72;0.479350616815;0.516869602748
73;0.333100039313;0.497541941211
74;0.479475750026;0.660682076507
75;0.072052282888;0.447703506053
76;0.293559473267;0.370002521358
77;0.295200334673;0.383306377191
78;0.260864062037;0.403146522700
79;0.290615085282;0.349174687839
80;0.299480988546;0.328904633293
81;0.097631395968;0.338213100675
82;0.432086263292;0.489996336298
83;0.420135635425;0.653747849021
84;0.410029689895;0.485077428536
85;0.283759970705;0.473535189963
86;0.354017063860;0.500040115140
